rank,finalWorth,category,personName,age,country,source,industries,organization,selfMade,gender,firstName,gdp_country,wealth_per_capita,age_at_2024,cpi_change_percentage,education_enrollment_ratio,tax_revenue_percentage_gdp,total_tax_rate_percentage
1312,2300.0,Technology,K. Dinesh,68.0,India,Software services,Technology,,1,M,K.,"$2,611,000,000,000 ",1.683233398619907e-06,70.0,4.267346486366659,24.867256637168143,0.4869565217391304,2.1608695652173915
1312,2300.0,Diversified,James Duff,62.0,United States,"Tires, diversified",Diversified,,1,M,James,"$21,427,700,000,000 ",7.007078181745956e-06,63.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Diversified,Thomas Duff,66.0,United States,"Tires, diversified",Diversified,,1,M,Thomas,"$21,427,700,000,000 ",7.007078181745956e-06,68.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Technology,Daniel Ek,40.0,Sweden,Spotify,Technology,Spotify,1,M,Daniel,"$530,832,908,738 ",0.00022361679159877548,41.0,1.6288118722287575,52.922590837282776,1.2130434782608694,2.134782608695652
1312,2300.0,Fashion & Retail,John Fisher,61.0,United States,Gap,Fashion & Retail,"Pisces, Inc.",0,M,John,"$21,427,700,000,000 ",7.007078181745956e-06,63.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Fashion & Retail,Georg Haub,61.0,Germany,Retail,Fashion & Retail,,0,M,Georg,"$3,845,630,030,824 ",2.76665771833329e-05,62.0,1.2405848471422243,67.5,0.5,2.1217391304347823
1312,2300.0,Construction & Engineering,Erman Ilicak,55.0,Turkey,Construction,Construction & Engineering,,1,M,Erman,"$754,411,708,203 ",2.7568148312802355e-05,57.0,6.4835352328954095,25.64377682403433,0.7782608695652173,1.8391304347826085
1312,2300.0,Finance & Investments,Justin Ishbia,45.0,United States,Private equity,Finance & Investments,,0,M,Justin,"$21,427,700,000,000 ",7.007078181745956e-06,47.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Technology,Long Jiang,49.0,China,Manufacturing,Technology,,1,M,Long,"$19,910,000,000,000 ",1.6455429039539533e-06,50.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Finance & Investments,Bruce Karsh,67.0,United States,Private equity,Finance & Investments,Oaktree Capital Group LLC,1,M,Bruce,"$21,427,700,000,000 ",7.007078181745956e-06,69.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Technology,Bom Kim,44.0,South Korea,Online retailing,Technology,Coupang,1,M,Bom,"$2,029,000,000,000 ",4.447960008894373e-05,46.0,0.34734282737061484,96.1264016309888,0.6782608695652174,1.4434782608695653
1312,2300.0,Food & Beverage,Jianping Lai,,China,Soy sauce,Food & Beverage,,1,M,Jianping,"$19,910,000,000,000 ",1.6455429039539533e-06,,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Healthcare,Lam Kong,58.0,Hong Kong,Pharmaceuticals,Healthcare,,1,M,Kong,,,60.0,,,,
1312,2300.0,Finance & Investments,Stephen Lansdown,70.0,Guernsey,Financial services,Finance & Investments,,1,M,Stephen,,,72.0,,,,
1312,2300.0,Fashion & Retail,Kevin David Lehmann,27.5,,Drugstores,Fashion & Retail,,0,M,Kevin David,,,31.0,,,,
1312,2300.0,Food & Beverage,Li Haiyan,,China,Restaurants,Food & Beverage,,1,F,Haiyan,"$19,910,000,000,000 ",1.6455429039539533e-06,,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Finance & Investments,Hua Li,45.0,China,Financial services,Finance & Investments,,1,M,Hua,"$19,910,000,000,000 ",1.6455429039539533e-06,46.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Gambling & Casinos,Lim Kok Thay,71.0,Malaysia,Casinos,Gambling & Casinos,,0,M,Kok Thay,"$364,701,517,788 ",7.088398649074495e-05,73.0,0.5763214226905977,42.83000949667616,0.5217391304347827,1.6826086956521742
1312,2300.0,Food & Beverage,Kishore Mariwala,88.0,India,Consumer goods,Food & Beverage,,0,M,Kishore,"$2,611,000,000,000 ",1.683233398619907e-06,89.0,4.267346486366659,24.867256637168143,0.4869565217391304,2.1608695652173915
1312,2300.0,Food & Beverage,Clayton Mathile,82.0,United States,Pet food,Food & Beverage,,1,M,Clayton,"$21,427,700,000,000 ",7.007078181745956e-06,83.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Fashion & Retail,Mi Enhua,65.0,China,Retail,Fashion & Retail,,1,M,Enhua,"$19,910,000,000,000 ",1.6455429039539533e-06,66.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Food & Beverage,Vadim Moshkovich,55.0,Russia,"Agriculture, land",Food & Beverage,,1,M,Vadim,"$1,699,876,578,871 ",1.5930897584519214e-05,57.0,2.4896265560165975,79.82456140350878,0.4956521739130435,2.008695652173913
1312,2300.0,Food & Beverage,David Murdock,99.0,United States,"Dole, real estate",Food & Beverage,,1,M,David,"$21,427,700,000,000 ",7.007078181745956e-06,101.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Fashion & Retail,David Nahmad,75.0,United States,Art collection,Fashion & Retail,,1,M,David,"$21,427,700,000,000 ",7.007078181745956e-06,77.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Finance & Investments,Lirio Parisotto,69.0,Brazil,Investments,Finance & Investments,,1,M,Lirio,"$1,839,758,040,766 ",1.0820503897035058e-05,71.0,2.2102747909199523,44.454072790294624,0.6173913043478261,2.830434782608695
1312,2300.0,Food & Beverage,Augusto Perfetti,,Switzerland,Candy,Food & Beverage,,0,M,Augusto,"$703,082,435,360 ",0.0002682268294002728,,0.4018081366147665,56.65399239543726,0.4391304347826087,1.2521739130434784
1312,2300.0,Food & Beverage,Giorgio Perfetti,,Switzerland,Candy,Food & Beverage,,0,M,Giorgio,"$703,082,435,360 ",0.0002682268294002728,,0.4018081366147665,56.65399239543726,0.4391304347826087,1.2521739130434784
1312,2300.0,Fashion & Retail,Alberto Prada,69.0,Italy,Luxury goods,Fashion & Retail,,0,M,Alberto,"$2,001,244,392,042 ",3.814426745725471e-05,70.0,0.5423973964924967,60.74582924435721,1.056521739130435,2.5695652173913044
1312,2300.0,Fashion & Retail,Marina Prada,77.0,Italy,Luxury goods,Fashion & Retail,,0,F,Marina,"$2,001,244,392,042 ",3.814426745725471e-05,79.0,0.5423973964924967,60.74582924435721,1.056521739130435,2.5695652173913044
1312,2300.0,Diversified,Filiz Sahenk,56.0,Turkey,Diversified,Diversified,,0,F,Filiz,"$754,411,708,203 ",2.7568148312802355e-05,57.0,6.4835352328954095,25.64377682403433,0.7782608695652173,1.8391304347826085
1312,2300.0,Food & Beverage,Richard Sands,72.0,United States,Liquor,Food & Beverage,,0,M,Richard,"$21,427,700,000,000 ",7.007078181745956e-06,73.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Finance & Investments,Stephan Schmidheiny,75.0,Switzerland,Investments,Finance & Investments,,0,M,Stephan,"$703,082,435,360 ",0.0002682268294002728,77.0,0.4018081366147665,56.65399239543726,0.4391304347826087,1.2521739130434784
1312,2300.0,Healthcare,Alberto Siccardi & family,78.0,Switzerland,Medical devices,Healthcare,,0,M,Alberto,"$703,082,435,360 ",0.0002682268294002728,80.0,0.4018081366147665,56.65399239543726,0.4391304347826087,1.2521739130434784
1312,2300.0,Real Estate,Stefan Soloviev,47.0,United States,"Real estate, grains",Real Estate,,0,M,Stefan,"$21,427,700,000,000 ",7.007078181745956e-06,49.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Fashion & Retail,Tang Yiu,89.0,Hong Kong,Fashion retail,Fashion & Retail,,1,M,Yiu,,,90.0,,,,
1312,2300.0,Technology,Tian Ming,69.0,China,Measuring instruments,Technology,,1,M,Ming,"$19,910,000,000,000 ",1.6455429039539533e-06,71.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Finance & Investments,T.Y. Tsai,70.0,Taiwan,Finance,Finance & Investments,,0,M,T.Y.,,,71.0,,,,
1312,2300.0,Technology,Jayshree Ullal,62.0,United States,Computer networking,Technology,Arista,1,F,Jayshree,"$21,427,700,000,000 ",7.007078181745956e-06,63.0,6.397134083930399,86.64047151277015,0.41739130434782606,1.591304347826087
1312,2300.0,Finance & Investments,Georg von Opel,56.0,United Kingdom,"Real estate, investments",Finance & Investments,,0,M,Georg,"$2,827,113,184,696 ",3.441341327120365e-05,58.0,1.421167028924929,59.28853754940712,1.1086956521739129,1.3304347826086957
1312,2300.0,Real Estate,Lang Walker,77.0,Australia,Real estate,Real Estate,,1,M,Lang,"$1,392,680,589,329 ",8.926282682565281e-05,79.0,1.335559265442404,112.7617148554337,1.0,2.0608695652173914
1312,2300.0,Manufacturing,Xicheng Wang & family,74.0,China,Tires,Manufacturing,,1,M,Xicheng,"$19,910,000,000,000 ",1.6455429039539533e-06,76.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Real Estate,Wang Zhenhua,61.0,China,Real estate,Real Estate,,1,M,Zhenhua,"$19,910,000,000,000 ",1.6455429039539533e-06,62.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Food & Beverage,Paul-Heinz Wesjohann & family,79.0,Germany,Chicken processing,Food & Beverage,,1,M,Paul-Heinz,"$3,845,630,030,824 ",2.76665771833329e-05,81.0,1.2405848471422243,67.5,0.5,2.1217391304347823
1312,2300.0,Fashion & Retail,Xie Bingkun & family,56.0,China,Pearlescent pigments,Fashion & Retail,,1,M,Bingkun,"$19,910,000,000,000 ",1.6455429039539533e-06,58.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Manufacturing,Xu Shugen,57.0,China,"Construction, mining machinery",Manufacturing,,1,M,Shugen,"$19,910,000,000,000 ",1.6455429039539533e-06,59.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1312,2300.0,Healthcare,Christoph Zeller,65.0,Liechtenstein,Dental materials,Healthcare,,0,M,Christoph,"$6,552,858,739 ",0.060496067755595885,67.0,,34.00191021967526,,0.9391304347826087
1312,2300.0,Manufacturing,Zhang Jingzhang & family,87.0,China,Precision machinery,Manufacturing,,1,M,Jingzhang,"$19,910,000,000,000 ",1.6455429039539533e-06,88.0,2.318516149664215,50.49900199600798,0.408695652173913,2.573913043478261
1368,2200.0,Real Estate,George Argyros & family,86.0,United States,"Real estate, investments",Real Estate,Arnel & Affiliates,1,M,George,"$21,427,700,000,000 ",6.702422608626567e-06,87.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Brian Armstrong,40.0,United States,Cryptocurrency,Finance & Investments,,1,M,Brian,"$21,427,700,000,000 ",6.702422608626567e-06,41.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Energy,Albert Avdolyan,52.0,Russia,"Oil, mining",Energy,,1,M,Albert,"$1,699,876,578,871 ",1.523824986345316e-05,54.0,2.4896265560165975,79.82456140350878,0.5181818181818182,2.1
1368,2200.0,Diversified,Sezai Bacaksiz,73.0,Turkey,Diversified,Diversified,,1,M,Sezai,"$754,411,708,203 ",2.636953316876747e-05,75.0,6.4835352328954095,25.64377682403433,0.8136363636363636,1.9227272727272724
1368,2200.0,Technology,Aneel Bhusri,57.0,United States,Business software,Technology,Workday,1,M,Aneel,"$21,427,700,000,000 ",6.702422608626567e-06,58.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Fashion & Retail,Brett Blundy,63.0,Bahamas,"Retail, agribusiness",Fashion & Retail,,1,M,Brett,,,64.0,,,,
1368,2200.0,Finance & Investments,J. Hyatt Brown,85.0,United States,Insurance,Finance & Investments,,0,M,J. Hyatt,"$21,427,700,000,000 ",6.702422608626567e-06,87.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Chen Jinxia,55.0,China,Investments,Finance & Investments,,0,F,Jinxia,"$19,910,000,000,000 ",1.5739975603037815e-06,56.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Healthcare,Chen Xueli,71.0,China,Pharmaceuticals,Healthcare,,1,M,Xueli,"$19,910,000,000,000 ",1.5739975603037815e-06,73.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Finance & Investments,Dermot Desmond,72.0,Ireland,Finance,Finance & Investments,,1,M,Dermot,,,74.0,,,,
1368,2200.0,Healthcare,Dong Wei,52.0,China,Pharmaceuticals,Healthcare,,1,M,Wei,"$19,910,000,000,000 ",1.5739975603037815e-06,53.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Fashion & Retail,Tom Ford,61.0,United States,Fashion,Fashion & Retail,,1,M,Tom,"$21,427,700,000,000 ",6.702422608626567e-06,63.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Food & Beverage,Fu Guangming & family,69.0,China,Poultry,Food & Beverage,,1,M,Guangming,"$19,910,000,000,000 ",1.5739975603037815e-06,71.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Finance & Investments,Noam Gottesman,61.0,United States,Hedge funds,Finance & Investments,TOMS Capital,1,M,Noam,"$21,427,700,000,000 ",6.702422608626567e-06,63.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Jeffrey Gundlach,64.0,United States,Investments,Finance & Investments,DoubleLine Capital,1,M,Jeffrey,"$21,427,700,000,000 ",6.702422608626567e-06,65.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Healthcare,Hao Hong,67.0,China,Pharmaceuticals,Healthcare,,1,M,Hong,"$19,910,000,000,000 ",1.5739975603037815e-06,68.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Automotive,Shmuel Harlap,78.0,Israel,Automotive,Automotive,,0,M,Shmuel,"$395,098,666,122 ",0.00024300531297979743,80.0,0.7397133610725843,60.43851286939942,1.05,1.15
1368,2200.0,Technology,Hans-Werner Hector,83.0,Germany,SAP,Technology,,1,M,Hans-Werner,"$3,845,630,030,824 ",2.646368252318799e-05,84.0,1.2405848471422243,67.5,0.5227272727272727,2.2181818181818183
1368,2200.0,Healthcare,Lutz Mario Helmig & family,76.0,Germany,Hospitals,Healthcare,,1,M,Lutz Mario,"$3,845,630,030,824 ",2.646368252318799e-05,78.0,1.2405848471422243,67.5,0.5227272727272727,2.2181818181818183
1368,2200.0,Real Estate,Chulong Huang,64.0,China,Real estate,Real Estate,,1,M,Chulong,"$19,910,000,000,000 ",1.5739975603037815e-06,65.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Finance & Investments,Thomas James,80.0,United States,Finance,Finance & Investments,,0,M,Thomas,"$21,427,700,000,000 ",6.702422608626567e-06,82.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Fashion & Retail,James Jannard,73.0,United States,Sunglasses,Fashion & Retail,,1,M,James,"$21,427,700,000,000 ",6.702422608626567e-06,75.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Automotive,Willis Johnson,75.0,United States,Damaged cars,Automotive,,1,M,Willis,"$21,427,700,000,000 ",6.702422608626567e-06,77.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Fashion & Retail,Lai Shixian,48.0,China,Sports apparel,Fashion & Retail,,1,M,Shixian,"$19,910,000,000,000 ",1.5739975603037815e-06,49.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Finance & Investments,Chris Larsen,62.0,United States,Cryptocurrency,Finance & Investments,,1,M,Chris,"$21,427,700,000,000 ",6.702422608626567e-06,64.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Fashion & Retail,Solomon Lew,78.0,Australia,Retail,Fashion & Retail,,1,M,Solomon,"$1,392,680,589,329 ",8.538183435497227e-05,79.0,1.335559265442404,112.7617148554337,1.0454545454545454,2.1545454545454543
1368,2200.0,Diversified,Liang Xinjun,54.0,Singapore,Conglomerate,Diversified,,1,M,Xinjun,"$372,062,527,489 ",0.0003857233952986279,56.0,0.5244296827200419,84.29423459244532,0.5954545454545455,0.9545454545454546
1368,2200.0,Diversified,Harald Link,68.0,Thailand,Diversified,Diversified,,0,M,Harald,"$543,649,976,166 ",3.1597581475153776e-05,69.0,0.6179924075218504,49.39879759519038,0.6772727272727274,1.3409090909090908
1368,2200.0,Technology,Max Lytvyn,43.0,United States,Software,Technology,,1,M,Max,"$21,427,700,000,000 ",6.702422608626567e-06,44.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Energy,Igor Makarov,60.0,United States,Investments,Energy,,1,M,Igor,"$21,427,700,000,000 ",6.702422608626567e-06,62.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Howard Marks,76.0,United States,Private equity,Finance & Investments,Oaktree Capital Group LLC,1,M,Howard,"$21,427,700,000,000 ",6.702422608626567e-06,78.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Charles Munger,99.0,United States,Berkshire Hathaway,Finance & Investments,Berkshire Hathaway Inc. (Cl A),1,M,Charles,"$21,427,700,000,000 ",6.702422608626567e-06,100.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Real Estate,Adam Neumann,44.0,United States,WeWork,Real Estate,,1,M,Adam,"$21,427,700,000,000 ",6.702422608626567e-06,45.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Diversified,Thi Phuong Thao Nguyen,52.0,Vietnam,Airlines,Diversified,Sovico Holdings,1,F,Thi Phuong Thao,"$261,921,244,843 ",2.280688335790637e-05,54.0,1.7123287671232876,25.76853526220615,0.8681818181818183,1.709090909090909
1368,2200.0,Food & Beverage,Ni Yongpei & family,71.0,China,Beverages,Food & Beverage,,1,M,Yongpei,"$19,910,000,000,000 ",1.5739975603037815e-06,72.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Manufacturing,Heloise Pratt,60.0,Australia,"Manufacturing, investment",Manufacturing,,0,F,Heloise,"$1,392,680,589,329 ",8.538183435497227e-05,62.0,1.335559265442404,112.7617148554337,1.0454545454545454,2.1545454545454543
1368,2200.0,Technology,Qi Xiangdong,52.0,China,Software,Technology,,1,M,Xiangdong,"$19,910,000,000,000 ",1.5739975603037815e-06,54.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Technology,Phillip T. (Terry) Ragon,73.0,United States,Health IT,Technology,,1,M,Phillip T. (Terry),"$21,427,700,000,000 ",6.702422608626567e-06,75.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Healthcare,Prathap Reddy,91.0,India,Healthcare,Healthcare,,1,M,Prathap,"$2,611,000,000,000 ",1.6100493378103458e-06,92.0,4.267346486366659,24.867256637168143,0.509090909090909,2.2590909090909093
1368,2200.0,Sports,Jerry Reinsdorf,87.0,United States,Sports teams,Sports,,1,M,Jerry,"$21,427,700,000,000 ",6.702422608626567e-06,88.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Technology,Chad Richison,52.0,United States,Payroll processing,Technology,,1,M,Chad,"$21,427,700,000,000 ",6.702422608626567e-06,54.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Fashion & Retail,"Karl Scheufele, III. & family",84.0,Switzerland,Jewelry,Fashion & Retail,,1,M,Karl,"$703,082,435,360 ",0.0002565647933393914,85.0,0.4018081366147665,56.65399239543726,0.4590909090909091,1.309090909090909
1368,2200.0,Healthcare,Alice Schwartz,96.0,United States,Biotech,Healthcare,,1,F,Alice,"$21,427,700,000,000 ",6.702422608626567e-06,98.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Technology,Alex Shevchenko,43.0,Canada,Software,Technology,,1,M,Alex,"$1,736,425,629,520 ",5.947234888555982e-05,44.0,1.6272696128811235,68.28543111992072,0.5818181818181819,1.1136363636363638
1368,2200.0,Technology,Kavitark Ram Shriram,66.0,United States,"Venture capital, Google",Technology,Sherpalo Ventures,1,M,Kavitark Ram,"$21,427,700,000,000 ",6.702422608626567e-06,67.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Real Estate,Jeffrey Soffer,55.0,United States,Real estate,Real Estate,,0,M,Jeffrey,"$21,427,700,000,000 ",6.702422608626567e-06,57.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Technology,William Stone,67.0,United States,Software,Technology,,1,M,William,"$21,427,700,000,000 ",6.702422608626567e-06,69.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Finance & Investments,Henry Swieca,65.0,United States,Hedge funds,Finance & Investments,Talpion Fund Management,1,M,Henry,"$21,427,700,000,000 ",6.702422608626567e-06,67.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Diversified,Harley Sy,63.0,Philippines,Diversified,Diversified,,0,M,Harley,"$376,795,508,680 ",2.0348398809933146e-05,65.0,1.928863513617776,33.02325581395349,0.6363636363636364,1.9590909090909092
1368,2200.0,Diversified,Teresita Sy-Coson,72.0,Philippines,Diversified,Diversified,,0,F,Teresita,"$376,795,508,680 ",2.0348398809933146e-05,74.0,1.928863513617776,33.02325581395349,0.6363636363636364,1.9590909090909092
1368,2200.0,Real Estate,Katsumi Tada,77.0,Japan,Real estate,Real Estate,,1,M,Katsumi,"$5,081,769,542,380 ",1.7428977392461467e-05,79.0,0.47402351156617367,63.96761133603239,0.5409090909090909,2.122727272727273
1368,2200.0,Manufacturing,Tang Jinkui & family,67.0,China,"Textiles, petrochemicals",Manufacturing,,1,M,Jinkui,"$19,910,000,000,000 ",1.5739975603037815e-06,69.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Technology,Tang Xiao'ou,55.0,China,Software,Technology,,1,M,Xiao'ou,"$19,910,000,000,000 ",1.5739975603037815e-06,56.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Fashion & Retail,Lottie Tham & family,73.0,Sweden,H&M,Fashion & Retail,,0,F,Lottie,"$530,832,908,738 ",0.00021389432239882873,75.0,1.6288118722287575,52.922590837282776,1.268181818181818,2.231818181818182
1368,2200.0,Healthcare,Shamsheer Vayalil,46.0,United Arab Emirates,Healthcare,Healthcare,,0,M,Shamsheer,"$421,142,267,938 ",0.00022516692801382606,47.0,-1.659098847362906,33.94833948339483,0.004545454545454546,0.7227272727272727
1368,2200.0,Technology,Radha Vembu,50.0,India,Business software,Technology,,0,F,Radha,"$2,611,000,000,000 ",1.6100493378103458e-06,52.0,4.267346486366659,24.867256637168143,0.509090909090909,2.2590909090909093
1368,2200.0,Fashion & Retail,Wang Wenmo,66.0,China,Sports apparel,Fashion & Retail,,1,M,Wenmo,"$19,910,000,000,000 ",1.5739975603037815e-06,67.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Service,Wang Zhenghua,78.0,China,Budget airline,Service,,1,M,Zhenghua,"$19,910,000,000,000 ",1.5739975603037815e-06,80.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Food & Beverage,David Wertheim,65.0,Israel,Coca-Cola Israel,Food & Beverage,,0,M,David,"$395,098,666,122 ",0.00024300531297979743,66.0,0.7397133610725843,60.43851286939942,1.05,1.15
1368,2200.0,Energy,Kai Wu,55.0,China,Batteries,Energy,,1,M,Kai,"$19,910,000,000,000 ",1.5739975603037815e-06,56.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Food & Beverage,Xu Yingzhuo,55.0,China,Agribusiness,Food & Beverage,,1,M,Yingzhuo,"$19,910,000,000,000 ",1.5739975603037815e-06,56.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Manufacturing,Yeung Kin-man,59.0,Hong Kong,Electronics,Manufacturing,,1,M,Kin-man,,,60.0,,,,
1368,2200.0,Logistics,Huijiao Yu,57.0,China,Package delivery,Logistics,Shanghai YTO Express (Logistics),1,M,Huijiao,"$19,910,000,000,000 ",1.5739975603037815e-06,58.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1368,2200.0,Finance & Investments,Oren Zeev,58.0,United States,Investments,Finance & Investments,,1,M,Oren,"$21,427,700,000,000 ",6.702422608626567e-06,60.0,6.397134083930399,86.64047151277015,0.4363636363636364,1.6636363636363636
1368,2200.0,Manufacturing,Clayton Zekelman,54.0,Canada,Steel,Manufacturing,,0,M,Clayton,"$1,736,425,629,520 ",5.947234888555982e-05,55.0,1.6272696128811235,68.28543111992072,0.5818181818181819,1.1136363636363638
1368,2200.0,Energy,Zhao Fenggang,57.0,China,Batteries,Energy,,1,M,Fenggang,"$19,910,000,000,000 ",1.5739975603037815e-06,58.0,2.318516149664215,50.49900199600798,0.42727272727272725,2.690909090909091
1434,2100.0,Metals & Mining,Alex Beard,55.0,United Kingdom,"Mining, commodities",Metals & Mining,,1,M,Alex,"$2,827,113,184,696 ",3.142094255196856e-05,57.0,1.421167028924929,59.28853754940712,1.2142857142857142,1.4571428571428573
1434,2100.0,Food & Beverage,Travis Boersma,52.0,United States,Coffee,Food & Beverage,,1,M,Travis,"$21,427,700,000,000 ",6.397767035507178e-06,53.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Construction & Engineering,Martin Bouygues,,France,"Construction, media",Construction & Engineering,,0,M,Martin,"$2,715,518,274,227 ",3.1315292851596964e-05,,0.9995456610631533,63.99999999999999,1.1523809523809523,2.8904761904761904
1434,2100.0,Construction & Engineering,Olivier Bouygues,72.0,,"Construction, media",Construction & Engineering,,0,M,Olivier,,,74.0,,,,
1434,2100.0,Gambling & Casinos,William Boyd & family,91.0,United States,"Casinos, banking",Gambling & Casinos,,1,M,William,"$21,427,700,000,000 ",6.397767035507178e-06,93.0,6.397134083930399,86.64047151277015,0.4571428571428571,1.7428571428571429
1434,2100.0,Food & Beverage,Anand Burman,70.0,India,Consumer goods,Food & Beverage,,0,M,Anand,"$2,611,000,000,000 ",1.5368652770007846e-06,72.0,4.267346486366659,24.867256637168143,0.5333333333333333,2.366666666666667
1434,2100.0,Manufacturing,Cao Ji,71.0,China,Manufacturing,Manufacturing,,1,M,Ji,"$19,910,000,000,000 ",1.5024522166536097e-06,72.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Technology,Bruce Cheng,86.0,Taiwan,Electronics,Technology,,1,M,Bruce,,,88.0,,,,
1434,2100.0,Technology,Chi Yufeng,52.0,China,Software,Technology,,0,M,Yufeng,"$19,910,000,000,000 ",1.5024522166536097e-06,53.0,2.318516149664215,50.49900199600798,0.44761904761904764,2.8190476190476192
1434,2100.0,Energy,Daniel Chiu,62.0,Hong Kong,Oil & gas,Energy,,1,M,Daniel,,,64.0,,,,
